,batterName,Run_Value
827,Skole,0.24619207542625876
247,Elias,0.22555216130015415
430,"Hudson, J",0.223375017665491
879,Sweeney,0.21032740952313736
376,Hader,0.20960152356150746
852,Stassi,0.20827998000011538
586,Mengden,0.1818337660046715
123,Butler,0.1815935175038902
324,German,0.1784899991871739
75,Bergman,0.16748049396546016
354,Graterol,0.14932900433008456
935,Villar,0.12938172557626554
145,"Castillo, J",0.12256090548388965
445,Jennings,0.12227690352356038
216,Dean,0.11648542604589213
320,Gaviglio,0.09306718873615055
237,Duensing,0.08373198852687785
113,Broxton,0.07712187539702098
148,"Castro, H",0.07279996327473476
598,Minor,0.023601994181210395
310,"Garcia, Av",0.009050453865095454
794,"Santana, D",-0.0280387992247757
231,Dominguez,-0.03233556697413553
154,Cespedes,-0.06400296257519969
83,Bieber,-0.06843769801371899
844,"Sosa, E",-0.08018494188747582
930,VerHagen,-0.09747320061255743
806,Scribner,-0.09747320061255743
581,Medlen,-0.09747320061255743
611,Moronta,-0.09747320061255743
786,"Sanchez, Aa",-0.09747320061255743
62,Baumann,-0.09747320061255743
108,Brice,-0.09747320061255743
764,Romo,-0.09747320061255743
159,Chargois,-0.09747320061255743
31,Andriese,-0.09747320061255743
481,Kittredge,-0.09747320061255743
164,"Chirinos, Y",-0.09747320061255743
402,"Hernandez, D",-0.09747320061255743
776,Rusin,-0.10710273230500994
711,Quinn,-0.11678473677381357
174,"Cole, A",-0.12440671854122493
606,"Moore, Ad",-0.13171108211528149
461,Keller,-0.1513170206326
628,Navarro,-0.16118306721423759
990,"d'Arnaud, T",-0.16688713426101867
781,"Salas, F",-0.1669383951674976
837,Snelten,-0.1669383951674976
804,"Schoop, J",-0.1669383951674976
397,Hembree,-0.1669383951674976
662,Parsons,-0.1669383951674976
241,Duke,-0.1669383951674976
246,Eickhoff,-0.1669383951674976
144,"Castillo, D",-0.1669383951674976
256,Estrada,-0.1669383951674976
301,Gallegos,-0.1669383951674976
96,Bostick,-0.16773481935191387
866,Stroman,-0.17534388426014816
853,Stephens,-0.1848727117062909
100,Bowman,-0.18599952938029707
458,Jurado,-0.18599952938029707
515,Locastro,-0.18909157964598577
563,Mayers,-0.19506799771541034
85,"Bird, G",-0.196923101867825
121,Burnes,-0.20077768983300887
420,Hoffman,-0.20077768983300887
966,"Wilson, J",-0.20077768983300887
431,"Hughes, P",-0.20077768983300887
186,Covey,-0.20077768983300887
552,"Martin, R",-0.2177765372441447
59,Bashlor,-0.21923105525396
462,Kelley,-0.21923105525396
590,Meyer,-0.21923105525396
952,Webb,-0.22836243030824044
820,Shreve,-0.22836243030824044
686,Petricka,-0.22836243030824044
278,Flynn,-0.22836243030824044
67,"Beckham, T",-0.22836243030824044
534,Magill,-0.22836243030824044
447,"Johnson, P",-0.22836243030824044
418,"Hill, T",-0.22836243030824044
292,"Freeman, S",-0.22836243030824044
815,Shackelford,-0.22836243030824044
479,Kintzler,-0.22836243030824044
433,Hunter,-0.22836243030824044
912,Underwood Jr.,-0.22836243030824044
81,"Betts, M",-0.22836243030824044
573,McGrath,-0.22836243030824044
933,Vielma,-0.24941494937579262
298,Gale,-0.264411595780055
459,Kaczmarski,-0.2681349478088272
975,Wright,-0.2704013867865831
363,Gsellman,-0.2716915834346888
110,Brigham,-0.2718312566662042
574,"McGuire, D",-0.28361666035315936
4,"Adams, L",-0.2958521806098595
178,Conlon,-0.2970074542772237
106,Brebbia,-0.2982508904455663
210,"Davis, T",-0.30163954300313023
454,"Joseph, Co",-0.3098675008281828
266,Fillmyer,-0.31030598493946604
854,"Stephenson, R",-0.3167042558665174
683,"Peterson, Du",-0.3167042558665174
139,Carrasco,-0.32014698160841704
274,"Flores, W",-0.32179646957195446
968,Winkler,-0.3222631874097671
419,Hirano,-0.322395871242896
741,Riddle,-0.32383934696728844
238,"Duffy, D",-0.32583563092079787
856,Stewart,-0.32583563092079787
579,McRae,-0.32583563092079787
585,"Mendez, Y",-0.32583563092079787
986,Zimmermann,-0.32583563092079787
569,McCullers Jr.,-0.32583563092079787
742,"Rios, Y",-0.3263546798029557
507,Liberatore,-0.34218157518133596
161,Chavez,-0.34218157518133596
47,Avilan,-0.34218157518133596
737,Rhame,-0.34218157518133596
351,Grace,-0.3466193142410644
34,"Aquino, A",-0.36091854419410746
972,Wong,-0.3651551899626172
300,Gallardo,-0.36771608500050645
221,Despaigne,-0.3710161714468929
684,"Peterson, T",-0.38616945042145756
337,"Gomez, R",-0.38616945042145756
440,"Jackson, E",-0.38616945042145756
940,Voth,-0.38616945042145756
698,Plutko,-0.38677721921330593
412,Hess,-0.39006501773212726
752,"Rodriguez, E",-0.395300825475738
68,Beede,-0.395300825475738
262,"Feliz, M",-0.395300825475738
120,Bundy,-0.39699164739988363
280,Font,-0.40155537966601773
936,Viloria,-0.40216854097279375
824,Sims,-0.40537451499456195
499,LeBlanc,-0.41288560596805823
872,Suero,-0.4233088315333553
511,Liriano,-0.4291401201412493
141,Cashner,-0.4313499909475526
382,Hand,-0.43918799646954987
976,Wright Jr.,-0.43918799646954987
928,Velazquez,-0.43918799646954987
953,Weber,-0.43918799646954987
716,"Ramirez, N",-0.43918799646954987
156,Cessa,-0.43918799646954987
182,Corcino,-0.44348449549259583
782,Sale,-0.44759348556220047
974,Woodruff,-0.45442860241732463
344,"Gonzalez, Me",-0.46679723389931543
446,"Johnson, B",-0.469008420941608
297,"Gagnon, D",-0.4824215744982107
613,Morrow,-0.49581970192657215
730,"Reyes, Al",-0.49581970192657215
663,Peacock,-0.49581970192657215
614,Morton,-0.502403557780748
169,Cishek,-0.5194530394363921
114,"Broxton, K",-0.5205912027929731
724,"Reed, M",-0.5223821381916096
595,"Miller, S",-0.5337157919583392
101,Boyd,-0.536263744690245
638,"Norris, Da",-0.5366611970821074
69,Beeks,-0.5507583015511364
910,Turnbull,-0.5507583015511364
538,Makita,-0.5531078455889551
429,"Hudson, D",-0.5541980612290383
285,Franklin,-0.5705440054895764
357,"Gray, S",-0.5705440054895764
263,Ferguson,-0.5739012824403148
596,Mills,-0.5968030737934373
530,Lynn,-0.5982883861150501
623,Musgrave,-0.6054005056754176
775,"Ruiz, R",-0.6123842264538379
102,Bradley Jr.,-0.6147171156681985
306,"Gamel, B",-0.6170189758104803
673,"Peralta, Wa",-0.6205140778553334
540,Manaea,-0.6359468161091058
713,"Ramirez, E",-0.6384308967177106
526,"Lugo, D",-0.6427150116328855
328,Glasnow,-0.6521903107237534
799,Saupold,-0.6565517562950609
754,"Rodriguez, Ri",-0.6675504267777903
584,Mella,-0.6675504267777903
717,"Ramirez, Y",-0.6675504267777903
316,Garrett,-0.6685362549842917
878,Swanson,-0.6710293042229273
65,"Beck, C",-0.6765302058035136
15,Alford,-0.6773835606072773
516,Lockett,-0.6932208182849439
971,Wolters,-0.6981628970077303
630,Neris,-0.7015451538537499
582,Mejia,-0.7015451538537499
906,Trevino,-0.7230065150997034
441,"Jackson, L",-0.74236830309657
681,Peters,-0.7459337629851865
78,Betances,-0.7484976521781532
355,Graves,-0.7513858098746004
172,Cloyd,-0.7522605611097858
916,Urias,-0.7539589727678142
593,Miller,-0.755494799944205
603,Montas,-0.7571856218683504
904,Trahan,-0.7620037308097993
457,Junis,-0.7666049364611323
504,Leiter Jr.,-0.7710205736187862
888,Taylor,-0.7799040372472528
14,Alfaro,-0.7862708318873132
168,Cimber,-0.7915439654160196
945,Walding,-0.7978402514056038
240,Duggar,-0.7998140702846082
56,Baron,-0.8102041679164429
512,Lively,-0.8107023245546148
838,"Snyder, B",-0.8117702063246885
359,Greiner,-0.8188972938462236
261,Federowicz,-0.8291299832945528
25,Anderson,-0.8365805755818096
251,Eovaldi,-0.8439468387924622
6,Adduci,-0.8803449127407788
368,"Guerrero, G",-0.8821536725108426
812,Severino,-0.8827577269234292
513,Loaisiga,-0.8849141866033013
932,Verlander,-0.8875710011814482
675,Perdomo,-0.8980571150466387
640,Nottingham,-0.9149565984743228
501,Leake,-0.9191989562772834
205,"Davis, A",-0.9284258675881292
381,Hancock,-0.9299075841619904
960,Williams,-0.9339847991313789
472,Keuchel,-0.939304197419168
826,Skoglund,-0.9434131874887726
173,Cobb,-0.9525725540389006
779,Sadler,-0.9726401559157192
760,"Romero, F",-0.9758491935516572
330,Gohara,-0.9768600824863937
327,Giolito,-0.9935892115907883
610,Moroff,-0.9963563914443245
379,Hammel,-0.9978910621430694
978,Yarbrough,-1.0097320019591263
349,Gore,-1.0119727916306662
482,Kivlehan,-1.0172116186638644
597,Milone,-1.0252982358071683
393,Heaney,-1.0277520717641353
726,Reid-Foley,-1.049513912773025
386,"Happ, J",-1.051407057685799
60,Bauer,-1.0572323323618682
269,Flaherty,-1.0583559726640364
795,"Santana, Do",-1.0583779099801514
814,Sewald,-1.0714076498639202
13,Alexander,-1.0873545520849823
979,Yates,-1.0881730498599476
875,Suzuki,-1.1179672892822061
277,Flowers,-1.1204715688998383
783,Saltalamacchia,-1.1300178221072557
668,"Pena, Fe",-1.144964336812049
703,Ponce de Leon,-1.156623835736128
901,"Torres, Ra",-1.1670860700514414
818,Shields,-1.1677659785979255
367,Guerrero,-1.183842976278455
923,Valera,-1.1955703867912548
428,Hudson,-1.1963736183379003
774,Rucinski,-1.1990218417843148
338,Gonzales,-1.2006089141346796
702,Pompey,-1.2054956531107215
477,Kingham,-1.2127289120692106
735,Reynolds,-1.213541468193116
212,De Los Santos,-1.2221878132486446
333,Gomber,-1.2253601833516954
87,Blackburn,-1.2676604461313152
736,"Reynolds, Matt",-1.2954219372387827
21,"Alonso, Y",-1.307209056584101
948,"Walker, T",-1.316907430379501
870,"Suarez, R",-1.323060663909943
137,Carle,-1.3240465711416844
50,"Baez, P",-1.3259694785013003
170,Ciuffo,-1.3271197388202918
227,"Dickerson, C",-1.3521222582196075
649,Odorizzi,-1.3576469609778816
674,Peraza,-1.3736380442238196
124,"Butler, D",-1.3861132366327031
629,Negron,-1.3891058235794962
45,Avelino,-1.4003691505471947
176,Colon,-1.4236591047171838
452,Joseph,-1.431999053899423
171,Clevinger,-1.4335849431028747
577,McMahon,-1.4479830519272634
7,Adrianza,-1.4660097060716375
514,Lobaton,-1.4661310298324572
259,Farrell,-1.4662865119348505
364,Guerra,-1.4808747743452868
272,Fletcher,-1.4831636454747146
375,Haase,-1.4970479320136056
276,Floro,-1.4995180378085133
710,Pujols,-1.5191070457795983
267,Finnegan,-1.5205171110985634
519,"Lopez, P",-1.5249323863285207
467,Kendrick,-1.5265014628479259
643,"Nunez, R",-1.5280206416222153
336,"Gomez, M",-1.5432993994135868
576,McKinney,-1.560009582791458
486,Kozma,-1.5619164252082605
766,Rosales,-1.5627846448103815
970,Wisler,-1.5644540330168601
918,Utley,-1.5735896123438116
288,"Frazier, T",-1.5754222715425095
850,Stallings,-1.5788899705822177
322,Gentry,-1.5850573964646664
639,Norwood,-1.5953682154558613
365,"Guerra, J",-1.59689863182543
798,Sardinas,-1.6421628380256807
509,"Lin, T",-1.652821550108439
94,Bonifacio,-1.664964398887608
571,McFarland,-1.6870932060303407
437,"Iglesias, R",-1.7098759831543582
666,Pedroia,-1.7443116696689656
350,Gosselin,-1.74574829802744
743,"Rivera, R",-1.7788138899537096
76,Berrios,-1.782307355491445
816,"Shaw, C",-1.8036924829124117
295,Fried,-1.8322139250144358
97,Bote,-1.8386747742390799
424,"Holmes, C",-1.844354745757822
175,"Cole, G",-1.862435060847756
308,"Garcia, A",-1.8631163998725215
527,"Lugo, S",-1.8680274337132659
551,"Martin, L",-1.8709237168561286
886,"Tapia, R",-1.8740785829844349
697,Plouffe,-1.8794118280038439
95,"Bonifacio, J",-1.919102780970317
867,Strop,-1.9678107505090092
463,Kelly,-1.9780307588550903
314,Gardner,-1.9814339922818434
24,"Alvarez, P",-1.9864839052888033
685,"Petit, G",-2.0064439380176977
843,"Soroka, M",-2.013439552093693
780,Saladino,-2.021297424625564
140,Casali,-2.026957290875114
615,Motter,-2.0271168138108457
502,Lee,-2.044994426761696
944,Wainwright,-2.056986557448661
861,Straily,-2.10057637122752
908,Trumbo,-2.1041416484356885
903,Toussaint,-2.1073597302776563
436,"Iglesias, J",-2.1078706162974683
312,"Garcia, J",-2.138457765103065
946,Walker,-2.14233608608536
281,Fontana,-2.1558945183156046
275,Florimon,-2.240247949251825
64,"Bautista, R",-2.25089222951088
601,Moncada,-2.254576024071239
892,Telis,-2.2618810609517253
489,Kuhl,-2.300717840062716
483,Kluber,-2.306404249957096
884,Tanaka,-2.3201503405959163
789,"Sanchez, G",-2.337602718686183
784,Samardzija,-2.34775407898749
604,"Montero, M",-2.3769715104027935
553,"Martinez, C",-2.4204067556514297
233,"Dozier, B",-2.428848125485151
787,"Sanchez, Ad",-2.4626920790156897
448,"Johnson, S",-2.4689090216580256
753,"Rodriguez, J",-2.4839690790992597
303,Galloway,-2.5043782551025204
771,"Ross, J",-2.51216000926448
469,"Kennedy, B",-2.542828041895911
235,Drury,-2.547494639386704
404,"Hernandez, F",-2.547806380008191
299,Gallagher,-2.555635789982535
567,"McCann, J",-2.5612111210003743
131,"Calhoun, W",-2.5799954811762027
891,Teheran,-2.7063072296718085
949,Wallach,-2.7128364470798014
257,Evans,-2.7333313207688232
195,Cueto,-2.760931291779215
473,Kieboom,-2.7612054191510915
180,Cooper,-2.764836965407398
696,Plawecki,-2.764850446879491
957,Wieters,-2.7762052084275117
296,"Fulmer, M",-2.7878327589154805
860,Strahm,-2.7969326600599898
455,Joyce,-2.8255367477462374
112,Brito,-2.8428359336337943
58,Barria,-2.8562989205225935
304,Galvis,-2.8607099656501136
10,Alberto,-2.8674454682571286
740,Rickard,-2.8722889675438794
147,"Castro, D",-2.8728555626457286
326,Gimenez,-2.9064886170638045
443,Jansen,-2.9397095988405946
12,Alcantara,-2.9436271136944776
319,Gausman,-2.9699656758089064
797,Santiago,-2.9996415384737416
992,den Dekker,-3.015592289237793
54,"Barnes, B",-3.0175698446228747
291,"Freeman, F",-3.03971988681758
253,Ervin,-3.0442462333750906
287,"Frazier, C",-3.0570492282697623
228,Dietrich,-3.0656135052528226
723,Reed,-3.1070909653981915
778,Ryu,-3.185543764998196
706,Powell,-3.237489523859664
633,Ngoepe,-3.245234458132324
268,Fisher,-3.2986777668744267
656,Oswalt,-3.3088129580069663
746,Roark,-3.358057888955378
485,Koch,-3.3674376957403416
788,"Sanchez, An",-3.369715637593808
399,Heredia,-3.3831684241248965
9,Ahmed,-3.3837973174692655
203,Davies,-3.39956299860424
150,"Castro, S",-3.4395576723190073
811,Senzatela,-3.442343329575839
339,"Gonzalez, A",-3.4431709448765857
35,Archer,-3.464188378377271
529,Lyles,-3.467929108305857
599,Mitchell,-3.4680945835882304
915,"Urena, R",-3.500361656801386
341,"Gonzalez, E",-3.5200795644218092
622,"Murphy, To",-3.520370904169818
688,Phegley,-3.5312842717282673
369,Guillorme,-3.5595378684871246
959,"Wilkerson, S",-3.575767077564768
411,Herrmann,-3.5768757056769527
652,Orf,-3.590872726896142
682,Peterson,-3.597069311023391
876,"Suzuki, I",-3.628888846328433
201,Darvish,-3.645858940223571
692,Pinder,-3.6917740879494385
902,Torreyes,-3.695833704269513
432,Hundley,-3.749054510934519
115,Bruce,-3.758308356486435
977,Wynns,-3.78829888631035
471,Kershaw,-3.845808910983366
403,"Hernandez, E",-3.8481654332067534
749,"Robinson, D",-3.8642160854006224
30,Andreoli,-3.8776625983186497
942,Wacha,-3.8796495437534873
535,Mahle,-3.898301805656475
122,Butera,-3.902861271260076
801,Scherzer,-3.9582714336986498
400,Hermosillo,-3.983511601163334
217,"Dean, A",-4.012156141199587
544,Marjama,-4.060830562086802
226,Dickerson,-4.071181449758091
636,Nix,-4.071842718061898
546,Marquez,-4.091338599858305
98,Bour,-4.182149679124673
719,"Rasmus, Col",-4.204968691047453
772,"Ross, T",-4.206358675783929
592,Miley,-4.21065560005321
707,Prado,-4.22203148175452
189,Cozens,-4.229771221453204
917,Urshela,-4.260449524224825
848,Spangenberg,-4.263407099427143
548,"Marte, J",-4.274689980757564
543,Marisnick,-4.277938813047944
104,Brault,-4.297173607085006
796,Santander,-4.304643812125434
589,Mesoraco,-4.314238644895914
260,Fedde,-4.3337500727626725
252,Erlin,-4.38758660690725
464,"Kelly, C",-4.38776301612191
360,Greinke,-4.411540612896219
223,"Diaz, A",-4.461357302555287
416,Higashioka,-4.47015426771186
119,Bumgarner,-4.47390392311518
583,"Mejia, F",-4.507230843347442
366,"Guerra, Ju",-4.5840188933979595
204,Davis,-4.604373750782127
934,Villanueva,-4.619623688571968
727,Reinheimer,-4.666094227078979
214,DeSclafani,-4.67843452170733
989,d'Arnaud,-4.738870702783578
873,Susac,-4.750782488040291
896,Tilson,-4.758498350700826
377,Hamels,-4.766589208566974
829,"Smith, Ca",-4.827847983717826
91,Blash,-4.846429124076522
828,Slater,-4.8803578204280615
594,"Miller, B",-4.8817605423531
160,Chatwood,-4.896480616675279
670,Pennington,-4.953403795607537
347,"Gordon, A",-4.96664493192244
222,Devers,-5.036693237488353
947,"Walker, C",-5.052287519638907
136,Caratini,-5.083566849932072
117,Buchholz,-5.0864565265086705
568,McCarthy,-5.093904851320031
865,Stripling,-5.095578581278895
831,"Smith, Do",-5.1177805494755395
624,Musgrove,-5.131365014826187
408,"Herrera, D",-5.134174146500638
931,Verdugo,-5.158166211821064
487,Kramer,-5.197812559312071
672,"Peralta, F",-5.205873931982651
520,"Lopez, R",-5.331030678071146
435,Iannetta,-5.336277116086457
52,Bandy,-5.339350904290753
924,Vargas,-5.371085078867641
179,Contreras,-5.406198769089824
307,Gant,-5.4094495723134255
561,Maxwell,-5.456511642550925
984,Zimmer,-5.684702214458912
810,Semien,-5.768175253994745
323,Gerber,-5.768486668867538
562,Maybin,-5.826413570710312
284,Franco,-5.8604967513252255
899,Tomlinson,-5.942718312532686
444,Jay,-5.980973600675987
846,Souza Jr.,-6.009412272471613
943,Wade,-6.02081313164054
415,"Hicks, J",-6.050810861104337
183,Cordell,-6.070482370835951
777,Russell,-6.108488658804362
495,Lauer,-6.115513179733948
617,Mullins,-6.129690869828982
79,Bettis,-6.148994588638984
887,Tauchman,-6.151069819907413
922,"Valentin, J",-6.176643883046937
532,"Machado, D",-6.192183376229885
669,Pence,-6.193870257710738
542,Margot,-6.305999673564737
725,Refsnyder,-6.320920239897362
537,Maile,-6.324968428546257
218,Delmonico,-6.39186261135773
792,Sano,-6.395300727369889
722,Reddick,-6.397757352020824
143,Castillo,-6.437351690217006
739,Richards,-6.459689740235239
950,"Ward, T",-6.5817478447446955
559,Matz,-6.6115080559739345
194,"Cruz, T",-6.635562630843386
927,Velasquez,-6.639564346410214
162,Chen,-6.65013625319776
882,Szczur,-6.650901602481332
152,Centeno,-6.6654742615611555
655,Osuna,-6.666702181181498
689,Phillips,-6.71310877301337
991,deGrom,-6.781250825207459
825,Sisco,-6.813463347487394
491,LaMarre,-6.8413499053445666
756,"Rodriguez, S",-6.88059418001096
863,Stratton,-6.894388054916488
654,Ortega,-6.974552000812074
