,away,home,home_team,away_team,time
20180129_153842,6,5,Montréal Canadiens,Carolina Hurricanes,20180129_153842
20180129_183847,3,2,Ottawa Senators,Boston Bruins,20180129_183847
20180129_221034,5,1,Detroit Red Wings,Chicago Blackhawks,20180129_221034
20180129_170852,4,2,Florida Panthers,Washington Capitals,20180129_170852
20180129_163853,1,3,St. Louis Blues,Colorado Avalanche,20180129_163853
20180129_213851,4,1,Dallas Stars,Toronto Maple Leafs,20180129_213851
20180129_214039,3,3,Edmonton Oilers,Calgary Flames,20180129_214039
20180129_160855,2,1,Arizona Coyotes,Columbus Blue Jackets,20180129_160855
20180129_164046,4,0,Vancouver Canucks,Buffalo Sabres,20180129_164046
20180129_220858,2,1,Vegas Golden Knights,New York Islanders,20180129_220858
20180129_214046,3,3,Anaheim Ducks,Winnipeg Jets,20180129_214046
20180129_203900,6,5,San Jose Sharks,New York Rangers,20180129_203900
20180203_193909,3,1,Boston Bruins,Anaheim Ducks,20180203_193909
20180203_190915,3,1,Buffalo Sabres,New Jersey Devils,20180203_190915
20180203_201054,4,1,New York Islanders,Florida Panthers,20180203_201054
20180203_043909,2,5,Pittsburgh Penguins,San Jose Sharks,20180203_043909
20180203_210919,1,2,Carolina Hurricanes,Ottawa Senators,20180203_210919
20180203_141057,2,2,Columbus Blue Jackets,Minnesota Wild,20180203_141057
20180202_093852,1,3,St. Louis Blues,Montréal Canadiens,20180202_093852
20180203_231104,2,1,Nashville Predators,Chicago Blackhawks,20180203_231104
20180203_234103,1,3,Winnipeg Jets,Tampa Bay Lightning,20180203_234103
20180203_173918,3,0,Dallas Stars,Los Angeles Kings,20180203_173918
20180203_020927,4,2,Calgary Flames,Vegas Golden Knights,20180203_020927
20180203_150921,3,4,Vancouver Canucks,Colorado Avalanche,20180203_150921
20180204_193913,0,5,Toronto Maple Leafs,New York Islanders,20180204_193913
20180204_091055,1,1,Detroit Red Wings,San Jose Sharks,20180204_091055
20180204_221101,3,5,Washington Capitals,Philadelphia Flyers,20180204_221101
20180205_192101,1,3,Boston Bruins,St. Louis Blues,20180205_192101
20180205_103914,4,2,Buffalo Sabres,Florida Panthers,20180205_103914
20180205_184101,3,4,New Jersey Devils,Philadelphia Flyers,20180205_184101
20180205_221102,4,0,New York Rangers,Toronto Maple Leafs,20180205_221102
20180202_200849,0,2,Carolina Hurricanes,Montréal Canadiens,20180202_200849
20200717_194407,1,2,Ottawa Senators,Anaheim Ducks,20200717_194407
20180204_201049,0,5,Nashville Predators,Los Angeles Kings,20180204_201049
20180205_013921,3,2,Winnipeg Jets,Vegas Golden Knights,20180205_013921
20180205_212116,7,4,Calgary Flames,Tampa Bay Lightning,20180205_212116
20180205_212118,4,3,Edmonton Oilers,Colorado Avalanche,20180205_212118
20180205_205119,4,1,Arizona Coyotes,Dallas Stars,20180205_205119
20180205_195119,2,4,Vancouver Canucks,Chicago Blackhawks,20180205_195119
20180206_094058,4,7,Pittsburgh Penguins,Washington Capitals,20180206_094058
20180203_222843,4,1,Carolina Hurricanes,Detroit Red Wings,20180203_222843
20180206_182105,3,1,Columbus Blue Jackets,San Jose Sharks,20180206_182105
20180206_114102,2,5,Minnesota Wild,Vegas Golden Knights,20180206_114102
20200717_194415,2,5,Montréal Canadiens,Anaheim Ducks,20200717_194415
20180206_152041,3,3,Philadelphia Flyers,Ottawa Senators,20180206_152041
20180205_221031,1,4,Boston Bruins,Toronto Maple Leafs,20180205_221031
20180206_064037,1,0,Buffalo Sabres,St. Louis Blues,20180206_064037
20180207_105059,2,3,Florida Panthers,Detroit Red Wings,20180207_105059
20180207_222056,1,3,New Jersey Devils,Pittsburgh Penguins,20180207_222056
20180207_072112,3,4,New York Islanders,Columbus Blue Jackets,20180207_072112
20180207_151045,0,3,Winnipeg Jets,Colorado Avalanche,20180207_151045
20180207_235101,2,5,Nashville Predators,New York Rangers,20180207_235101
20180207_212103,1,6,Dallas Stars,Minnesota Wild,20180207_212103
20180207_084101,3,4,Calgary Flames,Chicago Blackhawks,20180207_084101
20180207_222103,4,2,Vancouver Canucks,Tampa Bay Lightning,20180207_222103
20180207_181101,0,6,Los Angeles Kings,Arizona Coyotes,20180207_181101
20180208_215102,4,3,Washington Capitals,Vegas Golden Knights,20180208_215102
20180208_091053,1,4,Montréal Canadiens,Ottawa Senators,20180208_091053
20180208_201058,3,1,Carolina Hurricanes,San Jose Sharks,20180208_201058
20180209_211052,4,7,Toronto Maple Leafs,Anaheim Ducks,20180209_211052
20180209_204101,5,4,New York Islanders,Nashville Predators,20180209_204101
20180209_182104,1,2,Dallas Stars,New York Rangers,20180209_182104
20200717_194424,2,6,Edmonton Oilers,Tampa Bay Lightning,20200717_194424
20180210_222618,4,3,Buffalo Sabres,Anaheim Ducks,20180210_222618
20180210_234052,4,5,Pittsburgh Penguins,Vegas Golden Knights,20180210_234052
20180210_142623,2,1,Carolina Hurricanes,Philadelphia Flyers,20180210_142623
20180210_145622,3,2,Columbus Blue Jackets,Washington Capitals,20180210_145622
20180210_204057,3,5,Ottawa Senators,New Jersey Devils,20180210_204057
20180210_204059,3,2,Detroit Red Wings,Boston Bruins,20180210_204059
20180210_214056,1,3,Florida Panthers,Vancouver Canucks,20180210_214056
20180209_204050,6,2,St. Louis Blues,Minnesota Wild,20180209_204050
20180210_174102,3,4,Winnipeg Jets,Arizona Coyotes,20180210_174102
20180210_215634,3,2,Chicago Blackhawks,Calgary Flames,20180210_215634
20180209_204055,1,3,Colorado Avalanche,San Jose Sharks,20180209_204055
20180211_051110,2,2,Toronto Maple Leafs,Nashville Predators,20180211_051110
20180211_192633,6,1,New York Rangers,Boston Bruins,20180211_192633
20180210_195616,2,5,Los Angeles Kings,Edmonton Oilers,20180210_195616
20180212_212629,3,4,Buffalo Sabres,New York Islanders,20180212_212629
20180212_232629,3,2,New Jersey Devils,Calgary Flames,20180212_232629
20180211_165617,3,5,Philadelphia Flyers,Montréal Canadiens,20180211_165617
20180212_161105,3,4,Ottawa Senators,Nashville Predators,20180212_161105
20180212_171107,2,5,Tampa Bay Lightning,Vancouver Canucks,20180212_171107
20180212_084111,1,6,St. Louis Blues,Colorado Avalanche,20180212_084111
20180212_144114,4,3,Minnesota Wild,Arizona Coyotes,20180212_144114
20180212_171112,4,2,Chicago Blackhawks,Dallas Stars,20180212_171112
20180212_204109,5,3,San Jose Sharks,Vegas Golden Knights,20180212_204109
20180213_192626,6,7,New York Islanders,Detroit Red Wings,20180213_192626
20180213_201059,3,4,New York Rangers,Calgary Flames,20180213_201059
20180213_022636,2,4,Washington Capitals,Columbus Blue Jackets,20180213_022636
20180213_094102,3,1,Florida Panthers,Los Angeles Kings,20180213_094102
20180213_201103,1,4,Carolina Hurricanes,Vancouver Canucks,20180213_201103
20180213_175635,5,2,Winnipeg Jets,St. Louis Blues,20180213_175635
20180213_021110,3,3,Dallas Stars,Pittsburgh Penguins,20180213_021110
20180213_204111,2,3,Anaheim Ducks,Edmonton Oilers,20180213_204111
20180214_081059,4,2,Boston Bruins,Buffalo Sabres,20180214_081059
20180214_184053,3,6,Toronto Maple Leafs,Ottawa Senators,20180214_184053
20180214_145620,2,2,Montréal Canadiens,Nashville Predators,20180214_145620
20180214_235624,3,4,Tampa Bay Lightning,Los Angeles Kings,20180214_235624
20180214_222628,1,3,Carolina Hurricanes,Colorado Avalanche,20180214_222628
20180214_201055,1,6,Columbus Blue Jackets,New Jersey Devils,20180214_201055
20180214_221059,0,3,Minnesota Wild,Chicago Blackhawks,20180214_221059
20180214_234100,3,3,Arizona Coyotes,Philadelphia Flyers,20180214_234100
20180214_222630,4,6,San Jose Sharks,Edmonton Oilers,20180214_222630
20180215_121101,5,4,Washington Capitals,Detroit Red Wings,20180215_121101
20180215_045628,4,1,St. Louis Blues,Pittsburgh Penguins,20180215_045628
20180215_142627,3,1,Winnipeg Jets,New York Rangers,20180215_142627
20180214_221037,6,0,Dallas Stars,Vancouver Canucks,20180214_221037
20200717_194432,5,4,Buffalo Sabres,Colorado Avalanche,20200717_194432
20180215_134111,5,3,New Jersey Devils,Boston Bruins,20180215_134111
20180215_212635,3,2,New York Islanders,Calgary Flames,20180215_212635
20180215_202635,4,1,Vegas Golden Knights,Philadelphia Flyers,20180215_202635
20180215_221108,2,2,Anaheim Ducks,San Jose Sharks,20180215_221108
20180216_192622,3,4,Toronto Maple Leafs,Tampa Bay Lightning,20180216_192622
20180216_134100,7,5,Edmonton Oilers,Florida Panthers,20180216_134100
20180216_185626,1,6,Arizona Coyotes,Chicago Blackhawks,20180216_185626
20180217_144052,2,5,Boston Bruins,Calgary Flames,20180217_144052
20180217_212630,3,5,Buffalo Sabres,Tampa Bay Lightning,20180217_212630
20180217_042627,4,1,New York Islanders,Columbus Blue Jackets,20180217_042627
20180217_101100,4,4,Philadelphia Flyers,New Jersey Devils,20180217_101100
20180216_212612,3,6,Pittsburgh Penguins,Ottawa Senators,20180216_212612
20180217_202638,3,7,Carolina Hurricanes,Los Angeles Kings,20180217_202638
20180217_165634,1,2,Detroit Red Wings,Anaheim Ducks,20180217_165634
20180216_221044,3,4,Nashville Predators,St. Louis Blues,20180216_221044
20180217_062652,2,3,Minnesota Wild,New York Rangers,20180217_062652
20180217_145637,3,4,Winnipeg Jets,Washington Capitals,20180217_145637
20180217_055641,2,5,Vegas Golden Knights,Chicago Blackhawks,20180217_055641
20180216_172623,2,1,San Jose Sharks,Arizona Coyotes,20180216_172623
20180217_054047,3,6,Toronto Maple Leafs,Columbus Blue Jackets,20180217_054047
20180217_232625,0,2,Colorado Avalanche,Montréal Canadiens,20180217_232625
20180218_005632,4,3,Vancouver Canucks,Florida Panthers,20180218_005632
20180219_035630,2,5,New Jersey Devils,Carolina Hurricanes,20180219_035630
20180219_151056,0,3,New York Islanders,New York Rangers,20180219_151056
20180219_182626,1,3,Pittsburgh Penguins,Los Angeles Kings,20180219_182626
20180219_215629,2,3,Ottawa Senators,Buffalo Sabres,20180219_215629
20180219_184100,1,4,Tampa Bay Lightning,Detroit Red Wings,20180219_184100
20180219_214106,4,3,Nashville Predators,Calgary Flames,20180219_214106
20180218_221048,5,2,Minnesota Wild,Washington Capitals,20180218_221048
20180219_191108,3,2,Chicago Blackhawks,Anaheim Ducks,20180219_191108
20180219_224115,2,5,Arizona Coyotes,Montréal Canadiens,20180219_224115
20180219_174112,1,4,Vegas Golden Knights,Edmonton Oilers,20180219_174112
20180219_235643,1,4,San Jose Sharks,Vancouver Canucks,20180219_235643
20180220_222631,2,1,Columbus Blue Jackets,Philadelphia Flyers,20180220_222631
20180220_052645,3,0,Carolina Hurricanes,New York Islanders,20180220_052645
20180220_104101,1,6,Winnipeg Jets,Colorado Avalanche,20180220_104101
20180220_114108,1,2,Dallas Stars,St. Louis Blues,20180220_114108
20180221_202437,4,2,Buffalo Sabres,Los Angeles Kings,20180221_202437
20180221_203358,3,6,Ottawa Senators,New York Rangers,20180221_203358
20180221_195436,2,2,Minnesota Wild,Anaheim Ducks,20180221_195436
20180220_181049,0,1,Arizona Coyotes,Edmonton Oilers,20180220_181049
20180221_164058,4,3,Tampa Bay Lightning,New Jersey Devils,20180221_164058
20180221_222446,3,5,Pittsburgh Penguins,Toronto Maple Leafs,20180221_222446
20180221_210401,3,6,Vegas Golden Knights,Montréal Canadiens,20180221_210401
20180221_171104,3,1,Nashville Predators,Detroit Red Wings,20180221_171104
20180221_212602,1,7,Chicago Blackhawks,Washington Capitals,20180221_212602
20180221_054124,6,3,Calgary Flames,Florida Panthers,20180221_054124
20180221_152637,1,6,Vancouver Canucks,Boston Bruins,20180221_152637
20180222_223356,7,4,New York Rangers,Philadelphia Flyers,20180222_223356
20180222_232439,4,2,Colorado Avalanche,Edmonton Oilers,20180222_232439
20180222_225440,3,2,Carolina Hurricanes,New Jersey Devils,20180222_225440
20180222_210400,5,2,Columbus Blue Jackets,Pittsburgh Penguins,20180222_210400
20180222_235447,3,2,Detroit Red Wings,Toronto Maple Leafs,20180222_235447
20180222_205449,2,7,Winnipeg Jets,Florida Panthers,20180222_205449
20180222_202445,2,5,San Jose Sharks,Dallas Stars,20180222_202445
20180223_195435,5,3,New York Islanders,Minnesota Wild,20180223_195435
20180223_200356,3,2,Buffalo Sabres,Washington Capitals,20180223_200356
20180223_213358,2,1,Calgary Flames,Boston Bruins,20180223_213358
20180223_232437,2,5,Nashville Predators,Ottawa Senators,20180223_232437
20180223_005440,3,1,Chicago Blackhawks,Los Angeles Kings,20180223_005440
20180223_222441,2,0,Vegas Golden Knights,Anaheim Ducks,20180223_222441
20180223_223340,0,1,Toronto Maple Leafs,Florida Panthers,20180223_223340
20180224_172439,2,1,New Jersey Devils,Columbus Blue Jackets,20180224_172439
20180224_115447,2,3,Philadelphia Flyers,Montréal Canadiens,20180224_115447
20180224_222445,4,2,Washington Capitals,Tampa Bay Lightning,20180224_222445
20180224_195443,3,2,Detroit Red Wings,Nashville Predators,20180224_195443
20180224_160407,3,2,St. Louis Blues,San Jose Sharks,20180224_160407
20180224_135447,4,3,Winnipeg Jets,Los Angeles Kings,20180224_135447
20180224_232453,3,2,Edmonton Oilers,Boston Bruins,20180224_232453
20180224_162452,5,4,Vancouver Canucks,Colorado Avalanche,20180224_162452
20180225_175442,2,2,Chicago Blackhawks,Ottawa Senators,20180225_175442
20180225_200404,0,2,Anaheim Ducks,Dallas Stars,20180225_200404
20180225_185443,3,7,Vegas Golden Knights,Calgary Flames,20180225_185443
20180226_232446,3,3,Toronto Maple Leafs,New York Islanders,20180226_232446
20180226_075449,4,2,New Jersey Devils,Minnesota Wild,20180226_075449
20180226_220406,1,2,Philadelphia Flyers,Columbus Blue Jackets,20180226_220406
20180226_153410,1,3,Montréal Canadiens,New York Rangers,20180226_153410
20180226_162450,4,3,Ottawa Senators,Tampa Bay Lightning,20180226_162450
20200717_194441,3,2,Detroit Red Wings,Buffalo Sabres,20200717_194441
20180226_135458,2,3,Florida Panthers,Washington Capitals,20180226_135458
20180226_232457,1,7,Nashville Predators,San Jose Sharks,20180226_232457
20180226_202502,2,3,Edmonton Oilers,Colorado Avalanche,20180226_202502
20180226_182457,5,2,Arizona Coyotes,Calgary Flames,20180226_182457
20180226_223418,2,0,Los Angeles Kings,Dallas Stars,20180226_223418
20200717_194450,4,1,New York Rangers,Minnesota Wild,20200717_194450
20180227_202448,6,1,Carolina Hurricanes,Pittsburgh Penguins,20180227_202448
20180227_130417,4,0,St. Louis Blues,Winnipeg Jets,20180227_130417
20180227_135452,1,3,Chicago Blackhawks,San Jose Sharks,20180227_135452
20180227_205451,3,6,Vegas Golden Knights,Vancouver Canucks,20180227_205451
20180228_185433,5,3,Ottawa Senators,Philadelphia Flyers,20180228_185433
20180228_215432,1,5,Calgary Flames,Colorado Avalanche,20180228_215432
20180228_075444,3,4,Toronto Maple Leafs,Boston Bruins,20180228_075444
20180228_132445,3,3,Montréal Canadiens,Tampa Bay Lightning,20180228_132445
20180228_073410,1,3,Detroit Red Wings,Carolina Hurricanes,20180228_073410
20180228_140408,5,6,Florida Panthers,Pittsburgh Penguins,20180228_140408
20180228_170356,1,2,New Jersey Devils,New York Islanders,20180228_170356
20200717_194458,1,5,Washington Capitals,Buffalo Sabres,20200717_194458
20180228_150415,2,3,Columbus Blue Jackets,Chicago Blackhawks,20180228_150415
20180228_235436,5,3,Dallas Stars,Winnipeg Jets,20180228_235436
20180228_162450,0,2,Arizona Coyotes,Anaheim Ducks,20180228_162450
20180228_013428,4,3,Los Angeles Kings,Edmonton Oilers,20180228_013428
20180301_150359,1,4,Buffalo Sabres,Boston Bruins,20180301_150359
20180301_163359,0,4,Nashville Predators,St. Louis Blues,20180301_163359
20180301_203402,3,2,New York Rangers,Detroit Red Wings,20180301_203402
20180228_223348,2,3,Minnesota Wild,San Jose Sharks,20180228_223348
20180301_225445,5,5,Anaheim Ducks,Edmonton Oilers,20180301_225445
20180301_185444,3,1,Arizona Coyotes,Vancouver Canucks,20180301_185444
20180302_230359,1,5,Columbus Blue Jackets,Washington Capitals,20180302_230359
20180227_151334,0,0,Montréal Canadiens,Philadelphia Flyers,20180227_151334
20180302_165447,3,3,Tampa Bay Lightning,Toronto Maple Leafs,20180302_165447
20180302_155441,1,3,Colorado Avalanche,Vancouver Canucks,20180302_155441
20180302_122448,2,3,Los Angeles Kings,Vegas Golden Knights,20180302_122448
20180303_083358,3,4,Boston Bruins,Carolina Hurricanes,20180303_083358
20180303_060405,3,2,Pittsburgh Penguins,New Jersey Devils,20180303_060405
20180302_192425,2,3,Washington Capitals,Ottawa Senators,20180302_192425
20180303_205450,2,3,Florida Panthers,Toronto Maple Leafs,20180303_205450
20180303_205453,3,8,Minnesota Wild,St. Louis Blues,20180303_205453
20180303_182447,6,5,Winnipeg Jets,Nashville Predators,20180303_182447
20180303_072456,0,2,Dallas Stars,Calgary Flames,20180303_072456
20180303_213414,4,1,Vegas Golden Knights,Los Angeles Kings,20180303_213414
20180303_005452,2,5,San Jose Sharks,Edmonton Oilers,20180303_005452
20180304_183404,1,3,Montréal Canadiens,New York Islanders,20180304_183404
20180304_183405,2,1,Tampa Bay Lightning,Buffalo Sabres,20180304_183405
20180304_120429,1,2,St. Louis Blues,Detroit Red Wings,20180304_120429
20180304_225457,2,5,Colorado Avalanche,Calgary Flames,20180304_225457
20180303_172432,6,5,Vancouver Canucks,New York Rangers,20180303_172432
20180305_183403,4,8,Boston Bruins,Pittsburgh Penguins,20180305_183403
20180304_100353,4,1,Philadelphia Flyers,Carolina Hurricanes,20180304_100353
20180305_112454,2,3,Florida Panthers,New Jersey Devils,20180305_112454
20180305_230410,5,4,Dallas Stars,Tampa Bay Lightning,20180305_230410
20180305_142454,4,2,Edmonton Oilers,Nashville Predators,20180305_142454
20180305_222454,3,5,Arizona Coyotes,Minnesota Wild,20180305_222454
20180305_120436,2,5,Los Angeles Kings,Columbus Blue Jackets,20180305_120436
20180305_223413,2,7,San Jose Sharks,Chicago Blackhawks,20180305_223413
20180306_120401,6,3,New York Islanders,Montréal Canadiens,20180306_120401
20180306_212442,1,4,Florida Panthers,Buffalo Sabres,20180306_212442
20180305_113352,1,3,Carolina Hurricanes,New Jersey Devils,20180305_113352
20180306_133412,3,4,Winnipeg Jets,Detroit Red Wings,20180306_133412
20180306_133414,1,7,Colorado Avalanche,Minnesota Wild,20180306_133414
20180305_112437,3,1,Calgary Flames,New York Rangers,20180305_112437
20180305_125444,4,3,Vancouver Canucks,Nashville Predators,20180305_125444
20180306_220413,5,4,Vegas Golden Knights,Ottawa Senators,20180306_220413
20180305_183401,2,4,Anaheim Ducks,Columbus Blue Jackets,20180305_183401
20180307_100410,6,6,Tampa Bay Lightning,Philadelphia Flyers,20180307_100410
20200717_194507,2,3,Dallas Stars,St. Louis Blues,20200717_194507
20180307_030420,5,3,Los Angeles Kings,Chicago Blackhawks,20180307_030420
20180307_233401,1,2,Boston Bruins,Montréal Canadiens,20180307_233401
20180306_215436,2,3,Pittsburgh Penguins,New York Islanders,20180306_215436
20180307_165447,2,5,Washington Capitals,Toronto Maple Leafs,20180307_165447
20180307_012500,1,2,Arizona Coyotes,Ottawa Senators,20180307_012500
20180307_100441,3,2,Edmonton Oilers,New York Rangers,20180307_100441
20180308_232826,1,4,Florida Panthers,Philadelphia Flyers,20180308_232826
20180308_222823,4,3,Colorado Avalanche,Nashville Predators,20180308_222823
20180308_235827,3,6,Anaheim Ducks,Chicago Blackhawks,20180308_235827
20180308_205830,3,2,New Jersey Devils,Vegas Golden Knights,20180308_205830
20180308_212835,3,2,Carolina Hurricanes,Winnipeg Jets,20180308_212835
20180308_090408,1,4,Minnesota Wild,Detroit Red Wings,20180308_090408
20180308_100408,4,2,San Jose Sharks,Columbus Blue Jackets,20180308_100408
20180309_233359,3,5,Buffalo Sabres,Toronto Maple Leafs,20180309_233359
20180308_150350,3,4,Pittsburgh Penguins,Calgary Flames,20180308_150350
20180309_180359,3,2,Dallas Stars,Ottawa Senators,20180309_180359
20180309_200402,3,4,Edmonton Oilers,Arizona Coyotes,20180309_200402
20180309_230403,3,4,Vancouver Canucks,New York Islanders,20180309_230403
20180310_180359,5,6,Boston Bruins,Detroit Red Wings,20180310_180359
20180310_103359,4,6,New Jersey Devils,Montréal Canadiens,20180310_103359
20180310_092828,3,0,New York Rangers,Winnipeg Jets,20180310_092828
20180310_153405,1,4,Columbus Blue Jackets,Vegas Golden Knights,20180310_153405
20180308_183341,4,5,Tampa Bay Lightning,Florida Panthers,20180308_183341
20180309_132813,0,2,Nashville Predators,Dallas Stars,20180309_132813
20180310_225850,2,6,Minnesota Wild,Carolina Hurricanes,20180310_225850
20180310_182841,1,2,Chicago Blackhawks,Colorado Avalanche,20180310_182841
20180310_155840,0,4,Anaheim Ducks,Washington Capitals,20180310_155840
20180311_155828,5,1,Buffalo Sabres,Calgary Flames,20180311_155828
20180311_185831,5,2,Philadelphia Flyers,Pittsburgh Penguins,20180311_185831
20180311_170406,2,1,Vancouver Canucks,Arizona Coyotes,20180311_170406
20180312_103400,2,3,Boston Bruins,Philadelphia Flyers,20180312_103400
20180311_213341,3,2,New Jersey Devils,Winnipeg Jets,20180311_213341
20180312_185829,4,5,Columbus Blue Jackets,Colorado Avalanche,20180312_185829
20180312_063408,3,3,Ottawa Senators,Buffalo Sabres,20180312_063408
20180312_083408,4,0,Detroit Red Wings,Vegas Golden Knights,20180312_083408
20180312_185835,3,5,Tampa Bay Lightning,New York Rangers,20180312_185835
20180312_053411,0,5,Florida Panthers,Montréal Canadiens,20180312_053411
20180312_210411,2,4,Nashville Predators,Anaheim Ducks,20180312_210411
20180312_110419,3,2,Chicago Blackhawks,Carolina Hurricanes,20180312_110419
20180312_103415,1,1,Edmonton Oilers,New York Islanders,20180312_103415
20180312_002844,1,3,Los Angeles Kings,Washington Capitals,20180312_002844
20200717_194515,0,2,San Jose Sharks,St. Louis Blues,20200717_194515
20180313_083403,2,3,Columbus Blue Jackets,Detroit Red Wings,20180313_083403
20180313_210401,2,1,Ottawa Senators,Calgary Flames,20180313_210401
20180312_225822,1,2,Dallas Stars,Anaheim Ducks,20180312_225822
20180313_082836,5,2,Vancouver Canucks,Minnesota Wild,20180313_082836
20180314_201546,4,7,Boston Bruins,Chicago Blackhawks,20180314_201546
20180314_152823,1,1,Buffalo Sabres,Vegas Golden Knights,20180314_152823
20180314_203358,2,2,Tampa Bay Lightning,Montréal Canadiens,20180314_203358
20180314_193358,1,2,Philadelphia Flyers,Winnipeg Jets,20180314_193358
20180313_212815,2,5,Colorado Avalanche,Arizona Coyotes,20180313_212815
20180314_150405,7,2,Los Angeles Kings,St. Louis Blues,20180314_150405
20180314_213402,2,0,San Jose Sharks,Washington Capitals,20180314_213402
20180314_214556,2,5,Toronto Maple Leafs,Pittsburgh Penguins,20180314_214556
20180314_174558,3,3,Florida Panthers,New York Rangers,20180314_174558
20180314_163430,2,2,Nashville Predators,New Jersey Devils,20180314_163430
20180314_230408,1,4,Edmonton Oilers,Minnesota Wild,20180314_230408
20180315_230359,1,3,Chicago Blackhawks,Boston Bruins,20180315_230359
20180315_211552,5,2,Calgary Flames,New York Islanders,20180315_211552
20180315_134552,1,3,Pittsburgh Penguins,Dallas Stars,20180315_134552
20180315_114552,0,1,Arizona Coyotes,Vancouver Canucks,20180315_114552
20180316_143357,3,6,New York Rangers,Carolina Hurricanes,20180316_143357
20180316_164547,3,2,Philadelphia Flyers,Vegas Golden Knights,20180316_164547
20180316_234549,2,3,Washington Capitals,Winnipeg Jets,20180316_234549
20180316_164551,2,5,Columbus Blue Jackets,Montréal Canadiens,20180316_164551
20180315_151540,5,3,Florida Panthers,Ottawa Senators,20180315_151540
20180316_203405,4,2,Anaheim Ducks,St. Louis Blues,20180316_203405
20180316_093406,0,3,Los Angeles Kings,Vancouver Canucks,20180316_093406
20180316_233413,3,5,San Jose Sharks,Detroit Red Wings,20180316_233413
20180317_204552,6,4,Carolina Hurricanes,Boston Bruins,20180317_204552
20180315_203332,2,4,Montréal Canadiens,Dallas Stars,20180315_203332
20180317_111558,7,4,Tampa Bay Lightning,Ottawa Senators,20180317_111558
20180317_183402,1,3,Nashville Predators,Winnipeg Jets,20180317_183402
20180317_164554,5,1,Minnesota Wild,Colorado Avalanche,20180317_164554
20180314_065739,0,1,Calgary Flames,Edmonton Oilers,20180314_065739
20180317_213419,3,3,Arizona Coyotes,Los Angeles Kings,20180317_213419
20180318_080406,5,5,Toronto Maple Leafs,Dallas Stars,20180318_080406
20180317_211543,3,4,New York Rangers,Pittsburgh Penguins,20180317_211543
20200717_194523,4,3,Edmonton Oilers,San Jose Sharks,20200717_194523
20180318_000419,8,3,Vegas Golden Knights,New Jersey Devils,20180318_000419
20180318_231610,0,3,Anaheim Ducks,Vancouver Canucks,20180318_231610
20180319_203400,5,2,Buffalo Sabres,Toronto Maple Leafs,20180319_203400
20180319_101553,7,3,New York Islanders,Washington Capitals,20180319_101553
20180406_155833,5,3,Philadelphia Flyers,Columbus Blue Jackets,20180406_155833
20180319_224558,5,3,Montréal Canadiens,Pittsburgh Penguins,20180319_224558
20180319_210410,0,3,Florida Panthers,Boston Bruins,20180319_210410
20180319_113417,4,1,St. Louis Blues,Colorado Avalanche,20180319_113417
20180319_201601,2,6,Winnipeg Jets,Chicago Blackhawks,20180319_201601
20180319_100417,3,2,Arizona Coyotes,Nashville Predators,20180319_100417
20180319_160414,1,4,Los Angeles Kings,Detroit Red Wings,20180319_160414
20180320_203405,3,6,Washington Capitals,New York Islanders,20180320_203405
20180320_161600,2,3,Ottawa Senators,Dallas Stars,20180320_161600
20180320_213407,4,2,Colorado Avalanche,Nashville Predators,20180320_213407
20180320_213411,7,4,Calgary Flames,San Jose Sharks,20180320_213411
20180320_144602,2,4,Anaheim Ducks,Detroit Red Wings,20180320_144602
20180320_200413,4,2,Vegas Golden Knights,Minnesota Wild,20180320_200413
20180320_221536,3,5,Buffalo Sabres,Chicago Blackhawks,20180320_221536
20180321_233406,4,2,Florida Panthers,Edmonton Oilers,20180321_233406
20180321_084559,3,0,Los Angeles Kings,New Jersey Devils,20180321_084559
20180321_060201,0,4,Toronto Maple Leafs,Montréal Canadiens,20180321_060201
20180321_020433,3,0,Tampa Bay Lightning,Boston Bruins,20180321_020433
20180321_011627,4,2,Carolina Hurricanes,Philadelphia Flyers,20180321_011627
20180321_180416,1,2,Columbus Blue Jackets,Ottawa Senators,20180321_180416
20180321_151558,3,4,St. Louis Blues,New York Rangers,20180321_151558
20180321_201601,3,1,Arizona Coyotes,Minnesota Wild,20180321_201601
20180321_080423,5,3,Vancouver Canucks,San Jose Sharks,20180321_080423
20180322_124557,1,5,Colorado Avalanche,Detroit Red Wings,20180322_124557
20180322_033417,0,4,Vegas Golden Knights,Calgary Flames,20180322_033417
20180322_164555,1,3,Tampa Bay Lightning,Edmonton Oilers,20180322_164555
20180322_223415,4,3,New York Islanders,Carolina Hurricanes,20180322_223415
20180322_183420,3,6,Philadelphia Flyers,Washington Capitals,20180322_183420
20180322_044602,5,4,Chicago Blackhawks,St. Louis Blues,20180322_044602
20180322_230424,2,4,Winnipeg Jets,Dallas Stars,20180322_230424
20180322_183425,2,4,Anaheim Ducks,New Jersey Devils,20180322_183425
20180323_230411,5,4,Boston Bruins,Columbus Blue Jackets,20180323_230411
20180323_233412,4,0,Buffalo Sabres,Nashville Predators,20180323_233412
20180323_121553,2,0,Montréal Canadiens,Florida Panthers,20180323_121553
20180323_003424,4,3,Minnesota Wild,Los Angeles Kings,20180323_003424
20180323_044615,2,5,Arizona Coyotes,Calgary Flames,20180323_044615
20180324_131548,1,4,New York Islanders,Pittsburgh Penguins,20180324_131548
20180324_211600,5,3,New York Rangers,Columbus Blue Jackets,20180324_211600
20180324_130409,3,4,Washington Capitals,Dallas Stars,20180324_130409
