,Player,Player_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
94,manushe01,Heinie Manush,0.0,0.1,0.12,0.4,0.39,0.395,0.395,0.395,0.395,0.425,0.475,0.46,0.46,0.46,0.455,0.455,0.5,,,,,,,,
95,maranra01,Rabbit Maranville,0.0,0.005,0.21,0.405,0.44,0.435,0.435,0.435,0.425,0.425,0.425,0.425,0.425,0.44,0.44,0.44,0.44,0.435,0.435,0.435,0.435,0.435,0.53,,
96,martied01,Edgar Martinez,0.0,0.0,0.0,0.19,0.405,0.41,0.41,0.42,0.42,0.52,0.51,0.5,0.5,0.48,0.515,0.515,0.515,0.515,,,,,,,
97,matheed01,Eddie Mathews,0.0,0.425,0.42,0.42,0.47,0.5,0.565,0.63,0.63,0.63,0.63,0.635,0.635,0.64,0.64,0.635,0.635,,,,,,,,
98,mayswi01,Willie Mays,0.035,0.145,0.435,0.44,0.45,0.5,0.625,0.66,0.675,0.675,0.67,0.69,0.705,0.705,0.705,0.705,0.705,0.71,0.68,0.685,0.685,0.685,,,
99,mazerbi01,Bill Mazeroski,0.0,0.015,0.28,0.28,0.395,0.415,0.425,0.425,0.425,0.425,0.44,0.44,0.435,0.435,0.44,0.435,0.435,,,,,,,,
100,mccarto01,Tommy McCarthy,0.0,0.005,0.02,0.165,0.175,,,,,,,,,,,,,,,,,,,,
101,mccovwi01,Willie McCovey,0.0,0.125,0.135,0.285,0.4,0.4,0.4,0.415,0.44,0.47,0.5,0.51,0.525,0.525,0.525,0.525,0.53,0.525,0.53,0.53,0.53,0.53,,,
102,mcphebi01,Bid McPhee,0.175,0.39,0.44,0.425,0.43,0.43,0.43,0.43,0.44,0.44,,,,,,,,,,,,,,,
103,medwijo01,Joe Medwick,0.0,0.115,0.265,0.415,0.445,0.455,0.52,0.545,0.535,0.53,0.535,0.53,0.54,0.545,0.55,0.55,,,,,,,,,
104,mizejo01,Johnny Mize,0.185,0.405,0.395,0.395,0.48,0.49,0.555,0.555,0.6,0.6,0.605,0.605,0.61,0.615,0.615,,,,,,,,,,
105,molitpa01,Paul Molitor,0.0,0.285,0.39,0.39,0.41,0.395,0.395,0.405,0.405,0.445,0.47,0.47,0.47,0.45,0.49,0.55,0.555,0.555,0.555,0.565,0.565,,,,
106,morgajo02,Joe Morgan,0.0,0.0,0.195,0.355,0.405,0.405,0.405,0.405,0.435,0.44,0.445,0.46,0.605,0.67,0.67,0.655,0.66,0.655,0.645,0.66,0.66,0.67,,,
107,murraed02,Eddie Murray,0.0,0.2,0.42,0.42,0.42,0.405,0.44,0.51,0.525,0.5,0.5,0.51,0.525,0.515,0.515,0.515,0.515,0.515,0.55,0.555,0.58,,,,
108,musiast01,Stan Musial,0.0,0.2,0.435,0.44,0.45,0.545,0.63,0.685,0.68,0.685,0.675,0.67,0.665,0.665,0.655,0.655,0.655,0.66,0.66,0.65,0.645,0.64,,,
109,o'rouji01,Jim O'Rourke,0.0,0.14,0.145,0.315,0.395,0.395,0.395,0.45,0.48,0.48,0.475,0.48,0.475,0.48,0.485,0.48,0.48,0.485,,,,,,,
110,ottme01,Mel Ott,0.0,0.0,0.03,0.42,0.41,0.43,0.44,0.495,0.55,0.575,0.59,0.595,0.6,0.6,0.6,0.6,0.585,0.6,0.6,0.66,0.645,,,,
111,perezto01,Tony Pérez,0.0,0.0,0.0,0.005,0.355,0.42,0.425,0.445,0.48,0.505,0.48,0.485,0.485,0.49,0.5,0.495,0.485,0.49,0.49,0.545,0.535,0.565,0.565,,
